孕周,预测Y染色体浓度,平均BMI,平均年龄,平均身高,平均体重,平均PC1,cluster,min_pts,epsilon
12.5,0.052575071418166426,32.343754647754096,29.092198581560282,161.43498817966903,84.39205673758865,-0.023732250063352108,1,5,12.386676431849951
12.6,0.05295600028393776,32.343754647754096,29.092198581560282,161.43498817966903,84.39205673758865,-0.023732250063352108,1,5,12.386676431849951
12.7,0.05332431316457929,32.343754647754096,29.092198581560282,161.43498817966903,84.39205673758865,-0.023732250063352108,1,5,12.386676431849951
12.8,0.05367972928510208,32.343754647754096,29.092198581560282,161.43498817966903,84.39205673758865,-0.023732250063352108,1,5,12.386676431849951
12.9,0.054021974212715616,32.343754647754096,29.092198581560282,161.43498817966903,84.39205673758865,-0.023732250063352108,1,5,12.386676431849951
13.0,0.054350784443176814,32.343754647754096,29.092198581560282,161.43498817966903,84.39205673758865,-0.023732250063352108,1,5,12.386676431849951
13.1,0.05466591102578274,32.343754647754096,29.092198581560282,161.43498817966903,84.39205673758865,-0.023732250063352108,1,5,12.386676431849951
13.2,0.05496712220304627,32.343754647754096,29.092198581560282,161.43498817966903,84.39205673758865,-0.023732250063352108,1,5,12.386676431849951
13.3,0.05525420508334143,32.343754647754096,29.092198581560282,161.43498817966903,84.39205673758865,-0.023732250063352108,1,5,12.386676431849951
13.4,0.05552696467825452,32.343754647754096,29.092198581560282,161.43498817966903,84.39205673758865,-0.023732250063352108,1,5,12.386676431849951
13.5,0.05578522215121849,32.343754647754096,29.092198581560282,161.43498817966903,84.39205673758865,-0.023732250063352108,1,5,12.386676431849951
13.6,0.05602881086588748,32.343754647754096,29.092198581560282,161.43498817966903,84.39205673758865,-0.023732250063352108,1,5,12.386676431849951
13.7,0.056257570202790305,32.343754647754096,29.092198581560282,161.43498817966903,84.39205673758865,-0.023732250063352108,1,5,12.386676431849951
13.8,0.05647133916207282,32.343754647754096,29.092198581560282,161.43498817966903,84.39205673758865,-0.023732250063352108,1,5,12.386676431849951
13.9,0.0566699479366126,32.343754647754096,29.092198581560282,161.43498817966903,84.39205673758865,-0.023732250063352108,1,5,12.386676431849951
14.0,0.05685321072402126,32.343754647754096,29.092198581560282,161.43498817966903,84.39205673758865,-0.023732250063352108,1,5,12.386676431849951
14.1,0.05702091864946578,32.343754647754096,29.092198581560282,161.43498817966903,84.39205673758865,-0.023732250063352108,1,5,12.386676431849951
14.2,0.05717283649669643,32.343754647754096,29.092198581560282,161.43498817966903,84.39205673758865,-0.023732250063352108,1,5,12.386676431849951
14.3,0.05730870217568776,32.343754647754096,29.092198581560282,161.43498817966903,84.39205673758865,-0.023732250063352108,1,5,12.386676431849951
14.4,0.057428232935040825,32.343754647754096,29.092198581560282,161.43498817966903,84.39205673758865,-0.023732250063352108,1,5,12.386676431849951
14.5,0.05753113746894955,32.343754647754096,29.092198581560282,161.43498817966903,84.39205673758865,-0.023732250063352108,1,5,12.386676431849951
14.6,0.05761713633514854,32.343754647754096,29.092198581560282,161.43498817966903,84.39205673758865,-0.023732250063352108,1,5,12.386676431849951
14.7,0.05768598989393153,32.343754647754096,29.092198581560282,161.43498817966903,84.39205673758865,-0.023732250063352108,1,5,12.386676431849951
14.8,0.057737533404599695,32.343754647754096,29.092198581560282,161.43498817966903,84.39205673758865,-0.023732250063352108,1,5,12.386676431849951
14.9,0.0577717173733347,32.343754647754096,29.092198581560282,161.43498817966903,84.39205673758865,-0.023732250063352108,1,5,12.386676431849951
15.0,0.05778864985051712,32.343754647754096,29.092198581560282,161.43498817966903,84.39205673758865,-0.023732250063352108,1,5,12.386676431849951
15.1,0.05778863777844022,32.343754647754096,29.092198581560282,161.43498817966903,84.39205673758865,-0.023732250063352108,1,5,12.386676431849951
15.2,0.057772220687087754,32.343754647754096,29.092198581560282,161.43498817966903,84.39205673758865,-0.023732250063352108,1,5,12.386676431849951
15.3,0.057740194386444905,32.343754647754096,29.092198581560282,161.43498817966903,84.39205673758865,-0.023732250063352108,1,5,12.386676431849951
15.4,0.05769361869111815,32.343754647754096,29.092198581560282,161.43498817966903,84.39205673758865,-0.023732250063352108,1,5,12.386676431849951
15.5,0.05763380822512118,32.343754647754096,29.092198581560282,161.43498817966903,84.39205673758865,-0.023732250063352108,1,5,12.386676431849951
15.6,0.0575623038752847,32.343754647754096,29.092198581560282,161.43498817966903,84.39205673758865,-0.023732250063352108,1,5,12.386676431849951
15.7,0.05748082714034905,32.343754647754096,29.092198581560282,161.43498817966903,84.39205673758865,-0.023732250063352108,1,5,12.386676431849951
15.8,0.05739122209418909,32.343754647754096,29.092198581560282,161.43498817966903,84.39205673758865,-0.023732250063352108,1,5,12.386676431849951
15.9,0.0572953884906771,32.343754647754096,29.092198581560282,161.43498817966903,84.39205673758865,-0.023732250063352108,1,5,12.386676431849951
16.0,0.057195214330887464,32.343754647754096,29.092198581560282,161.43498817966903,84.39205673758865,-0.023732250063352108,1,5,12.386676431849951
16.1,0.057092513325441435,32.343754647754096,29.092198581560282,161.43498817966903,84.39205673758865,-0.023732250063352108,1,5,12.386676431849951
16.2,0.05698897306919387,32.343754647754096,29.092198581560282,161.43498817966903,84.39205673758865,-0.023732250063352108,1,5,12.386676431849951
16.3,0.05688611824553209,32.343754647754096,29.092198581560282,161.43498817966903,84.39205673758865,-0.023732250063352108,1,5,12.386676431849951
16.4,0.0567852905910193,32.343754647754096,29.092198581560282,161.43498817966903,84.39205673758865,-0.023732250063352108,1,5,12.386676431849951
16.5,0.056687644527539646,32.343754647754096,29.092198581560282,161.43498817966903,84.39205673758865,-0.023732250063352108,1,5,12.386676431849951
16.6,0.0565941573944321,32.343754647754096,29.092198581560282,161.43498817966903,84.39205673758865,-0.023732250063352108,1,5,12.386676431849951
16.7,0.05650564960964986,32.343754647754096,29.092198581560282,161.43498817966903,84.39205673758865,-0.023732250063352108,1,5,12.386676431849951
16.8,0.05642281129950322,32.343754647754096,29.092198581560282,161.43498817966903,84.39205673758865,-0.023732250063352108,1,5,12.386676431849951
16.9,0.05634623077471536,32.343754647754096,29.092198581560282,161.43498817966903,84.39205673758865,-0.023732250063352108,1,5,12.386676431849951
17.0,0.056276420621095426,32.343754647754096,29.092198581560282,161.43498817966903,84.39205673758865,-0.023732250063352108,1,5,12.386676431849951
17.1,0.0562138397050717,32.343754647754096,29.092198581560282,161.43498817966903,84.39205673758865,-0.023732250063352108,1,5,12.386676431849951
17.2,0.05615890759372421,32.343754647754096,29.092198581560282,161.43498817966903,84.39205673758865,-0.023732250063352108,1,5,12.386676431849951
17.3,0.056112012958646346,32.343754647754096,29.092198581560282,161.43498817966903,84.39205673758865,-0.023732250063352108,1,5,12.386676431849951
17.4,0.05607351469233179,32.343754647754096,29.092198581560282,161.43498817966903,84.39205673758865,-0.023732250063352108,1,5,12.386676431849951
17.5,0.05604373643460442,32.343754647754096,29.092198581560282,161.43498817966903,84.39205673758865,-0.023732250063352108,1,5,12.386676431849951
17.6,0.056022958735761505,32.343754647754096,29.092198581560282,161.43498817966903,84.39205673758865,-0.023732250063352108,1,5,12.386676431849951
17.7,0.05601140815050298,32.343754647754096,29.092198581560282,161.43498817966903,84.39205673758865,-0.023732250063352108,1,5,12.386676431849951
17.8,0.05600924713814517,32.343754647754096,29.092198581560282,161.43498817966903,84.39205673758865,-0.023732250063352108,1,5,12.386676431849951
17.9,0.0560165660068358,32.343754647754096,29.092198581560282,161.43498817966903,84.39205673758865,-0.023732250063352108,1,5,12.386676431849951
18.0,0.05603337920168475,32.343754647754096,29.092198581560282,161.43498817966903,84.39205673758865,-0.023732250063352108,1,5,12.386676431849951
18.1,0.05605962782221475,32.343754647754096,29.092198581560282,161.43498817966903,84.39205673758865,-0.023732250063352108,1,5,12.386676431849951
18.2,0.056095188946224034,32.343754647754096,29.092198581560282,161.43498817966903,84.39205673758865,-0.023732250063352108,1,5,12.386676431849951
18.3,0.05613989373573041,32.343754647754096,29.092198581560282,161.43498817966903,84.39205673758865,-0.023732250063352108,1,5,12.386676431849951
18.4,0.05619355414622377,32.343754647754096,29.092198581560282,161.43498817966903,84.39205673758865,-0.023732250063352108,1,5,12.386676431849951
18.5,0.05625599916587726,32.343754647754096,29.092198581560282,161.43498817966903,84.39205673758865,-0.023732250063352108,1,5,12.386676431849951
18.6,0.05632711994367098,32.343754647754096,29.092198581560282,161.43498817966903,84.39205673758865,-0.023732250063352108,1,5,12.386676431849951
18.7,0.05640692329594321,32.343754647754096,29.092198581560282,161.43498817966903,84.39205673758865,-0.023732250063352108,1,5,12.386676431849951
18.8,0.056495591829887226,32.343754647754096,29.092198581560282,161.43498817966903,84.39205673758865,-0.023732250063352108,1,5,12.386676431849951
18.9,0.05659354914724446,32.343754647754096,29.092198581560282,161.43498817966903,84.39205673758865,-0.023732250063352108,1,5,12.386676431849951
19.0,0.05670152579144861,32.343754647754096,29.092198581560282,161.43498817966903,84.39205673758865,-0.023732250063352108,1,5,12.386676431849951
19.1,0.05682062220341316,32.343754647754096,29.092198581560282,161.43498817966903,84.39205673758865,-0.023732250063352108,1,5,12.386676431849951
19.2,0.056952362902934636,32.343754647754096,29.092198581560282,161.43498817966903,84.39205673758865,-0.023732250063352108,1,5,12.386676431849951
19.3,0.05709873523508017,32.343754647754096,29.092198581560282,161.43498817966903,84.39205673758865,-0.023732250063352108,1,5,12.386676431849951
19.4,0.05726220640853484,32.343754647754096,29.092198581560282,161.43498817966903,84.39205673758865,-0.023732250063352108,1,5,12.386676431849951
19.5,0.05744571086343758,32.343754647754096,29.092198581560282,161.43498817966903,84.39205673758865,-0.023732250063352108,1,5,12.386676431849951
19.6,0.057652604180145846,32.343754647754096,29.092198581560282,161.43498817966903,84.39205673758865,-0.023732250063352108,1,5,12.386676431849951
19.7,0.057886578941204685,32.343754647754096,29.092198581560282,161.43498817966903,84.39205673758865,-0.023732250063352108,1,5,12.386676431849951
19.8,0.0581515442951083,32.343754647754096,29.092198581560282,161.43498817966903,84.39205673758865,-0.023732250063352108,1,5,12.386676431849951
19.9,0.0584514726343729,32.343754647754096,29.092198581560282,161.43498817966903,84.39205673758865,-0.023732250063352108,1,5,12.386676431849951
20.0,0.05879022329974377,32.343754647754096,29.092198581560282,161.43498817966903,84.39205673758865,-0.023732250063352108,1,5,12.386676431849951
20.1,0.059171356017661374,32.343754647754096,29.092198581560282,161.43498817966903,84.39205673758865,-0.023732250063352108,1,5,12.386676431849951
20.2,0.059597949137093376,32.343754647754096,29.092198581560282,161.43498817966903,84.39205673758865,-0.023732250063352108,1,5,12.386676431849951
20.3,0.060072438119821624,32.343754647754096,29.092198581560282,161.43498817966903,84.39205673758865,-0.023732250063352108,1,5,12.386676431849951
20.4,0.06059648966616964,32.343754647754096,29.092198581560282,161.43498817966903,84.39205673758865,-0.023732250063352108,1,5,12.386676431849951
20.5,0.061170920765579256,32.343754647754096,29.092198581560282,161.43498817966903,84.39205673758865,-0.023732250063352108,1,5,12.386676431849951
20.6,0.061795668357984015,32.343754647754096,29.092198581560282,161.43498817966903,84.39205673758865,-0.023732250063352108,1,5,12.386676431849951
20.7,0.062469809885663405,32.343754647754096,29.092198581560282,161.43498817966903,84.39205673758865,-0.023732250063352108,1,5,12.386676431849951
20.8,0.06319162942273063,32.343754647754096,29.092198581560282,161.43498817966903,84.39205673758865,-0.023732250063352108,1,5,12.386676431849951
20.9,0.06395872015255902,32.343754647754096,29.092198581560282,161.43498817966903,84.39205673758865,-0.023732250063352108,1,5,12.386676431849951
21.0,0.06476811186593885,32.343754647754096,29.092198581560282,161.43498817966903,84.39205673758865,-0.023732250063352108,1,5,12.386676431849951
21.1,0.0656164120024252,32.343754647754096,29.092198581560282,161.43498817966903,84.39205673758865,-0.023732250063352108,1,5,12.386676431849951
21.2,0.06649994846636566,32.343754647754096,29.092198581560282,161.43498817966903,84.39205673758865,-0.023732250063352108,1,5,12.386676431849951
21.3,0.06741490519961034,32.343754647754096,29.092198581560282,161.43498817966903,84.39205673758865,-0.023732250063352108,1,5,12.386676431849951
21.4,0.068357443664405,32.343754647754096,29.092198581560282,161.43498817966903,84.39205673758865,-0.023732250063352108,1,5,12.386676431849951
21.5,0.06932380568963878,32.343754647754096,29.092198581560282,161.43498817966903,84.39205673758865,-0.023732250063352108,1,5,12.386676431849951
21.6,0.07031039540522357,32.343754647754096,29.092198581560282,161.43498817966903,84.39205673758865,-0.023732250063352108,1,5,12.386676431849951
21.7,0.07131384043274842,32.343754647754096,29.092198581560282,161.43498817966903,84.39205673758865,-0.023732250063352108,1,5,12.386676431849951
21.8,0.07233103299029708,32.343754647754096,29.092198581560282,161.43498817966903,84.39205673758865,-0.023732250063352108,1,5,12.386676431849951
21.9,0.07335915333633655,32.343754647754096,29.092198581560282,161.43498817966903,84.39205673758865,-0.023732250063352108,1,5,12.386676431849951
22.0,0.07439567830024842,32.343754647754096,29.092198581560282,161.43498817966903,84.39205673758865,-0.023732250063352108,1,5,12.386676431849951
22.1,0.07543837664259596,32.343754647754096,29.092198581560282,161.43498817966903,84.39205673758865,-0.023732250063352108,1,5,12.386676431849951
22.2,0.07648529611462083,32.343754647754096,29.092198581560282,161.43498817966903,84.39205673758865,-0.023732250063352108,1,5,12.386676431849951
22.3,0.07753474227781852,32.343754647754096,29.092198581560282,161.43498817966903,84.39205673758865,-0.023732250063352108,1,5,12.386676431849951
22.4,0.07858525377142365,32.343754647754096,29.092198581560282,161.43498817966903,84.39205673758865,-0.023732250063352108,1,5,12.386676431849951
22.5,0.07963557316851254,32.343754647754096,29.092198581560282,161.43498817966903,84.39205673758865,-0.023732250063352108,1,5,12.386676431849951
22.6,0.08068461826164268,32.343754647754096,29.092198581560282,161.43498817966903,84.39205673758865,-0.023732250063352108,1,5,12.386676431849951
22.7,0.08173145197219535,32.343754647754096,29.092198581560282,161.43498817966903,84.39205673758865,-0.023732250063352108,1,5,12.386676431849951
22.8,0.0827752535556624,32.343754647754096,29.092198581560282,161.43498817966903,84.39205673758865,-0.023732250063352108,1,5,12.386676431849951
22.9,0.0838152914727548,32.343754647754096,29.092198581560282,161.43498817966903,84.39205673758865,-0.023732250063352108,1,5,12.386676431849951
23.0,0.08485089779307581,32.343754647754096,29.092198581560282,161.43498817966903,84.39205673758865,-0.023732250063352108,1,5,12.386676431849951
23.1,0.08588144557490413,32.343754647754096,29.092198581560282,161.43498817966903,84.39205673758865,-0.023732250063352108,1,5,12.386676431849951
23.2,0.0869063267514828,32.343754647754096,29.092198581560282,161.43498817966903,84.39205673758865,-0.023732250063352108,1,5,12.386676431849951
23.3,0.08792493499143123,32.343754647754096,29.092198581560282,161.43498817966903,84.39205673758865,-0.023732250063352108,1,5,12.386676431849951
23.4,0.08893664940454374,32.343754647754096,29.092198581560282,161.43498817966903,84.39205673758865,-0.023732250063352108,1,5,12.386676431849951
23.5,0.0899408196168488,32.343754647754096,29.092198581560282,161.43498817966903,84.39205673758865,-0.023732250063352108,1,5,12.386676431849951
23.6,0.09093675576276172,32.343754647754096,29.092198581560282,161.43498817966903,84.39205673758865,-0.023732250063352108,1,5,12.386676431849951
23.7,0.09192371859507856,32.343754647754096,29.092198581560282,161.43498817966903,84.39205673758865,-0.023732250063352108,1,5,12.386676431849951
23.8,0.09290091191703616,32.343754647754096,29.092198581560282,161.43498817966903,84.39205673758865,-0.023732250063352108,1,5,12.386676431849951
23.9,0.09386747722180663,32.343754647754096,29.092198581560282,161.43498817966903,84.39205673758865,-0.023732250063352108,1,5,12.386676431849951
24.0,0.09482249058037702,32.343754647754096,29.092198581560282,161.43498817966903,84.39205673758865,-0.023732250063352108,1,5,12.386676431849951
24.1,0.09576496041269528,32.343754647754096,29.092198581560282,161.43498817966903,84.39205673758865,-0.023732250063352108,1,5,12.386676431849951
24.2,0.09669382737127326,32.343754647754096,29.092198581560282,161.43498817966903,84.39205673758865,-0.023732250063352108,1,5,12.386676431849951
24.3,0.0976079652758735,32.343754647754096,29.092198581560282,161.43498817966903,84.39205673758865,-0.023732250063352108,1,5,12.386676431849951
24.4,0.09850618476049797,32.343754647754096,29.092198581560282,161.43498817966903,84.39205673758865,-0.023732250063352108,1,5,12.386676431849951
24.5,0.0993872364279689,32.343754647754096,29.092198581560282,161.43498817966903,84.39205673758865,-0.023732250063352108,1,5,12.386676431849951
24.6,0.1002498161884312,32.343754647754096,29.092198581560282,161.43498817966903,84.39205673758865,-0.023732250063352108,1,5,12.386676431849951
24.7,0.10109257270022581,32.343754647754096,29.092198581560282,161.43498817966903,84.39205673758865,-0.023732250063352108,1,5,12.386676431849951
24.8,0.10191411371914569,32.343754647754096,29.092198581560282,161.43498817966903,84.39205673758865,-0.023732250063352108,1,5,12.386676431849951
24.9,0.10271301617825354,32.343754647754096,29.092198581560282,161.43498817966903,84.39205673758865,-0.023732250063352108,1,5,12.386676431849951
25.0,0.10348783529610514,32.343754647754096,29.092198581560282,161.43498817966903,84.39205673758865,-0.023732250063352108,1,5,12.386676431849951
10.0,-0.045109075557858994,33.293925708333326,28.583333333333332,163.58333333333334,89.3,0.41828090736658025,2,5,12.386676431849951
10.1,-0.03740554889450612,33.293925708333326,28.583333333333332,163.58333333333334,89.3,0.41828090736658025,2,5,12.386676431849951
10.2,-0.02974684880261154,33.293925708333326,28.583333333333332,163.58333333333334,89.3,0.41828090736658025,2,5,12.386676431849951
10.3,-0.022195529898473496,33.293925708333326,28.583333333333332,163.58333333333334,89.3,0.41828090736658025,2,5,12.386676431849951
10.4,-0.014717919020818176,33.293925708333326,28.583333333333332,163.58333333333334,89.3,0.41828090736658025,2,5,12.386676431849951
10.5,-0.0073428799354679775,33.293925708333326,28.583333333333332,163.58333333333334,89.3,0.41828090736658025,2,5,12.386676431849951
10.6,-0.00010811377103722014,33.293925708333326,28.583333333333332,163.58333333333334,89.3,0.41828090736658025,2,5,12.386676431849951
10.7,0.007001639284073422,33.293925708333326,28.583333333333332,163.58333333333334,89.3,0.41828090736658025,2,5,12.386676431849951
10.8,0.013966893289070683,33.293925708333326,28.583333333333332,163.58333333333334,89.3,0.41828090736658025,2,5,12.386676431849951
10.9,0.02077652829709114,33.293925708333326,28.583333333333332,163.58333333333334,89.3,0.41828090736658025,2,5,12.386676431849951
11.0,0.027404884773957777,33.293925708333326,28.583333333333332,163.58333333333334,89.3,0.41828090736658025,2,5,12.386676431849951
11.1,0.03383017235848698,33.293925708333326,28.583333333333332,163.58333333333334,89.3,0.41828090736658025,2,5,12.386676431849951
11.2,0.04004319849511554,33.293925708333326,28.583333333333332,163.58333333333334,89.3,0.41828090736658025,2,5,12.386676431849951
11.3,0.046015188322249004,33.293925708333326,28.583333333333332,163.58333333333334,89.3,0.41828090736658025,2,5,12.386676431849951
11.4,0.051708026403946235,33.293925708333326,28.583333333333332,163.58333333333334,89.3,0.41828090736658025,2,5,12.386676431849951
11.5,0.05710916720747275,33.293925708333326,28.583333333333332,163.58333333333334,89.3,0.41828090736658025,2,5,12.386676431849951
11.6,0.062179952382609954,33.293925708333326,28.583333333333332,163.58333333333334,89.3,0.41828090736658025,2,5,12.386676431849951
11.7,0.06690385378931119,33.293925708333326,28.583333333333332,163.58333333333334,89.3,0.41828090736658025,2,5,12.386676431849951
11.8,0.07125009581344516,33.293925708333326,28.583333333333332,163.58333333333334,89.3,0.41828090736658025,2,5,12.386676431849951
11.9,0.07519642695266006,33.293925708333326,28.583333333333332,163.58333333333334,89.3,0.41828090736658025,2,5,12.386676431849951
12.0,0.0787272214031186,33.293925708333326,28.583333333333332,163.58333333333334,89.3,0.41828090736658025,2,5,12.386676431849951
12.1,0.08182714296789105,33.293925708333326,28.583333333333332,163.58333333333334,89.3,0.41828090736658025,2,5,12.386676431849951
12.2,0.08448899512836226,33.293925708333326,28.583333333333332,163.58333333333334,89.3,0.41828090736658025,2,5,12.386676431849951
12.3,0.0867134751248888,33.293925708333326,28.583333333333332,163.58333333333334,89.3,0.41828090736658025,2,5,12.386676431849951
12.4,0.08850435642571994,33.293925708333326,28.583333333333332,163.58333333333334,89.3,0.41828090736658025,2,5,12.386676431849951
12.5,0.08987550667236266,33.293925708333326,28.583333333333332,163.58333333333334,89.3,0.41828090736658025,2,5,12.386676431849951
12.6,0.09084387886650777,33.293925708333326,28.583333333333332,163.58333333333334,89.3,0.41828090736658025,2,5,12.386676431849951
12.7,0.09143224336260573,33.293925708333326,28.583333333333332,163.58333333333334,89.3,0.41828090736658025,2,5,12.386676431849951
12.8,0.09166690438284376,33.293925708333326,28.583333333333332,163.58333333333334,89.3,0.41828090736658025,2,5,12.386676431849951
12.9,0.09157609210433314,33.293925708333326,28.583333333333332,163.58333333333334,89.3,0.41828090736658025,2,5,12.386676431849951
13.0,0.09118842763309745,33.293925708333326,28.583333333333332,163.58333333333334,89.3,0.41828090736658025,2,5,12.386676431849951
13.1,0.09053170215779151,33.293925708333326,28.583333333333332,163.58333333333334,89.3,0.41828090736658025,2,5,12.386676431849951
13.2,0.08963175737685698,33.293925708333326,28.583333333333332,163.58333333333334,89.3,0.41828090736658025,2,5,12.386676431849951
13.3,0.08851193877067481,33.293925708333326,28.583333333333332,163.58333333333334,89.3,0.41828090736658025,2,5,12.386676431849951
13.4,0.08719281576556429,33.293925708333326,28.583333333333332,163.58333333333334,89.3,0.41828090736658025,2,5,12.386676431849951
13.5,0.08569294791777224,33.293925708333326,28.583333333333332,163.58333333333334,89.3,0.41828090736658025,2,5,12.386676431849951
13.6,0.08403055284337574,33.293925708333326,28.583333333333332,163.58333333333334,89.3,0.41828090736658025,2,5,12.386676431849951
13.7,0.08222452456084606,33.293925708333326,28.583333333333332,163.58333333333334,89.3,0.41828090736658025,2,5,12.386676431849951
13.8,0.0802967828880368,33.293925708333326,28.583333333333332,163.58333333333334,89.3,0.41828090736658025,2,5,12.386676431849951
13.9,0.07827340865744256,33.293925708333326,28.583333333333332,163.58333333333334,89.3,0.41828090736658025,2,5,12.386676431849951
14.0,0.07618480580171316,33.293925708333326,28.583333333333332,163.58333333333334,89.3,0.41828090736658025,2,5,12.386676431849951
14.1,0.07406472690405466,33.293925708333326,28.583333333333332,163.58333333333334,89.3,0.41828090736658025,2,5,12.386676431849951
14.2,0.07194780337080935,33.293925708333326,28.583333333333332,163.58333333333334,89.3,0.41828090736658025,2,5,12.386676431849951
14.3,0.06986568166590577,33.293925708333326,28.583333333333332,163.58333333333334,89.3,0.41828090736658025,2,5,12.386676431849951
14.4,0.06784416125974137,33.293925708333326,28.583333333333332,163.58333333333334,89.3,0.41828090736658025,2,5,12.386676431849951
14.5,0.06590017398284549,33.293925708333326,28.583333333333332,163.58333333333334,89.3,0.41828090736658025,2,5,12.386676431849951
14.6,0.06404104333416594,33.293925708333326,28.583333333333332,163.58333333333334,89.3,0.41828090736658025,2,5,12.386676431849951
14.7,0.06226459726878447,33.293925708333326,28.583333333333332,163.58333333333334,89.3,0.41828090736658025,2,5,12.386676431849951
14.8,0.060561030121295704,33.293925708333326,28.583333333333332,163.58333333333334,89.3,0.41828090736658025,2,5,12.386676431849951
14.9,0.058915196331084045,33.293925708333326,28.583333333333332,163.58333333333334,89.3,0.41828090736658025,2,5,12.386676431849951
15.0,0.05730962908214867,33.293925708333326,28.583333333333332,163.58333333333334,89.3,0.41828090736658025,2,5,12.386676431849951
15.1,0.055727065375465804,33.293925708333326,28.583333333333332,163.58333333333334,89.3,0.41828090736658025,2,5,12.386676431849951
15.2,0.0541530108799578,33.293925708333326,28.583333333333332,163.58333333333334,89.3,0.41828090736658025,2,5,12.386676431849951
15.3,0.05257739834354701,33.293925708333326,28.583333333333332,163.58333333333334,89.3,0.41828090736658025,2,5,12.386676431849951
15.4,0.050995925177402195,33.293925708333326,28.583333333333332,163.58333333333334,89.3,0.41828090736658025,2,5,12.386676431849951
15.5,0.049410350354103114,33.293925708333326,28.583333333333332,163.58333333333334,89.3,0.41828090736658025,2,5,12.386676431849951
15.6,0.047828180456579106,33.293925708333326,28.583333333333332,163.58333333333334,89.3,0.41828090736658025,2,5,12.386676431849951
15.7,0.04626151400675464,33.293925708333326,28.583333333333332,163.58333333333334,89.3,0.41828090736658025,2,5,12.386676431849951
15.8,0.044725364057613376,33.293925708333326,28.583333333333332,163.58333333333334,89.3,0.41828090736658025,2,5,12.386676431849951
15.9,0.043235641889540356,33.293925708333326,28.583333333333332,163.58333333333334,89.3,0.41828090736658025,2,5,12.386676431849951
